it.geosolutions.geoserver.rest.encoder.utils.PropertyXMLEncoder,sink,99
it.geosolutions.geoserver.rest.encoder.utils.PropertyXMLEncoder,sink,100
it.geosolutions.geoserver.rest.encoder.utils.PropertyXMLEncoder,sink,101
it.geosolutions.geoserver.rest.encoder.utils.PropertyXMLEncoder,source,112
it.geosolutions.geoserver.rest.encoder.utils.PropertyXMLEncoder,source,98
it.geosolutions.geoserver.rest.encoder.utils.PropertyXMLEncoder,source,99
it.geosolutions.geoserver.rest.encoder.utils.PropertyXMLEncoder,source,100
it.geosolutions.geoserver.rest.encoder.utils.PropertyXMLEncoder,source,101
it.geosolutions.geoserver.rest.encoder.utils.PropertyXMLEncoder,source,109
it.geosolutions.geoserver.rest.encoder.utils.PropertyXMLEncoder,source,110
it.geosolutions.geoserver.rest.encoder.utils.PropertyXMLEncoder,source,111
